7082,Dockteaterpedagog
7589,Doktorand
5903,Dokumentalist
6030,Domare
2112,Domprost
3120,Domstolsjurist
7401,Domstolssekreterare
2159,Dopplackerare
5634,Dragspelsbyggare
956,Dragspelsreparatör
3654,Dramalärare/Dramapedagog
3873,Dramatiker
3874,Dramaturg
3242,Drejare
7262,"Drift- och underhållsingenjör, anläggning"
7114,Drift- och vägunderhållsarbetare
5434,"Driftchef, data"
5539,"Driftchef, energi"
6811,"Driftchef, fastighet"
5097,"Driftchef, lantbruk"
7242,"Driftchef, skogsbruk"
6378,"Driftchef, trädgård"
385,"Driftchef, VA"
796,Driftelektriker
4229,"Driftingenjör, elkraft"
7279,"Driftingenjör, el-tele"
115,"Driftingenjör, maskin"
4264,"Driftingenjör, reningsverk"
4265,"Driftingenjör, vattenverk"
4266,"Driftingenjör, värmeverk"
3712,Driftkopplingstekniker
3097,"Driftledare, IT"
5098,"Driftledare, lantbruk"
6778,"Driftledare, skogsbruk"
278,"Driftmaskinist, reningsverk"
5506,"Driftmaskinist, värmeverk"
797,"Driftmontör, elkraft"
5431,"Drifttekniker, data"
280,"Drifttekniker, förbränningsstation"
6637,"Drifttekniker, värmeverk"
5979,Dykare
7640,Dykinstruktör
294,Däckmontör/Däck- och hjulmekaniker
5649,Däcksbyggare
4129,Dörrvakt
1984,Dövblindkonsulent
1985,Dövkonsulent
7043,Efterbearbetningsredaktör
4744,Ekolog
3210,Ekonometriker
6024,Ekonomiassistent
237,"Ekonomibiträde, fartyg"
472,"Ekonomibiträde, storhushåll"
6367,Ekonomichef
5071,Ekonomidirektör/Finanschef
5478,Ekonomiföreståndare
4721,Ekonomikonsult
3072,Ekonomikontorist
5072,Ekonomiledare
2356,Ekotoxikolog
291,Eldare
4032,"Elektriker, film/TV"
7072,"Elektrikerassistent, film/TV"
3019,Elektrodskötare
1130,Elektrofilterskötare
798,Elektromekaniker
7327,Elektronikkonstruktör
307,Elektronikmontör
842,Elektronikreparatör
6724,Elektroniksanerare
363,Elektrotekniker
5718,Elevassistent
6415,Elingenjör
5365,"Elingenjör, fartyg/Fartygseltekniker"
4223,Elkonstruktör
4230,Elkrafttekniker
6412,Elmontör
799,Elreparatör
4231,Eltekniker
7564,"Eltekniker, järnväg/Kontaktledningsmontör"
5113,Elverkschef
857,Elverksmontör
4065,"Emaljerare, keramik"
2160,"Emaljerare, lackering"
877,Emaljör
5265,Emballerare
7097,Embryolog
4048,Endestyrman
7456,Energideklarerare/Energiexpert
4736,Energirådgivare
6521,Enhetschef inom social omsorg
6522,Enhetschef inom socialtjänst
2035,"Enhetschef, hemtjänst/Områdeschef, hemtjänst"
7305,"Enhetschef, hälso- och sjukvård"
7530,"Enhetschef, offentlig förvaltning"
7600,Enterprise Architect
3686,Entertainer
4745,Entomolog
7261,Entreprenadingenjör
1850,Epizootolog
3243,Epoxigjutare
5579,Ergonom/Företagsgymnast
7086,Estradör
4037,Etnolog
6825,Etolog
6298,"Etsare, tryckmedium"
7504,EU-handläggare
5177,Eurytmist
2123,"Evangelist, resepastor"
7153,Eventproducent
7535,Eventsäljare/Eventförsäljare
2702,"Excenterpressare/Pressoperatör, metallarbete"
7591,Excerpist
4470,"Expeditionschef, departement"
2804,"Expeditionsföreståndare, sjukvård"
4131,Expeditionsvakt
2173,"Expeditör, spedition"
88,"Experimentingenjör, el-tele"
181,Exploateringsingenjör
2753,Exportspeditör
4104,"Extruderskötare, metall"
801,Fabrikselektriker
7147,FAD (First assistant director)
3073,Fakturakontrollant
5267,Falsare
7375,"Falsare, bokbinderi"
1795,Familjebehandlare
1797,Familjehemssekreterare
1970,Familjepedagog
5788,Familjerådgivare/Familjeterapeut
6251,Familjerättsjurist
1798,Familjerättssekreterare
1799,Familjevårdsinspektör
1343,"Fanerarbetare, fanertillverkning"
4353,Fanerare
1344,"Fanerpressare, fanertillverkning"
4354,Fanerskärare
1597,Farmaceut/Apotekare
6437,Farmaceut/Receptarie
6194,Fartygsbefäl
5618,Fartygselektriker
5591,Fartygsinspektör
207,Fartygsintendent
2758,Fartygsklarerare
132,Fartygskonstruktör
2837,Fartygsplåtslagare
4095,Fartygsreparatör
451,Fartygsstädare
2828,Fasadmontör
7184,Fasadputsare
7230,Fasadrengörare
6636,Fastbränsleeldare
2582,Fastighetsassistent
6366,Fastighetschef
5066,Fastighetsdirektör
419,Fastighetsekonom
2577,Fastighetsförmedlare
5923,Fastighetsförvaltare
6812,Fastighetsingenjör
2584,Fastighetsinspektör
2585,Fastighetsintendent
4005,Fastighetsjurist
2586,Fastighetskamrer
7000,Fastighetsmäklarassistent
5922,Fastighetsmäklare
2587,Fastighetssekreterare
5885,Fastighetsskötare/Fastighetsarbetare
452,Fastighetsstädare
2386,"Fastighetstekniker/Drifttekniker, fastighet"
7362,FDO (Flight Data Operator)
7507,Fibertekniker/Optotekniker
2439,Filmarkivarie
4813,Filmklippare
4662,"Filmmontör, tryckeri"
3908,Filmpassare
6313,Filmredigerare
5209,Filmtekniker
3817,"Filosof, forskare"
6532,Financial controller
1233,Finansanalytiker
5669,Finansekonom
1234,Finanskonsult
1218,Finmekaniker
953,Fiolbyggare
3121,Fiskal
5883,Fiskare
699,Fiskeguide
4746,Fiskeribiolog
4533,Fiskeriinspektör
4534,Fiskeriintendent
6270,Fiskerikonsulent
2379,Fiskerikontrollant
2380,Fiskeskeppare
2375,Fiskmästare
5882,Fiskodlare
2376,Fiskodlingsarbetare
6704,Fjärrbilsförare
7013,Fjärrtågklarerare
4823,Flexotryckare
6962,"Flismaskinförare, skogsbruk"
6696,Floormanager
5863,Florist
133,Flygingenjör
4733,Flyginstruktör/Flyglärare
1220,Flyginstrumentmekaniker
6348,Flygklarerare
7361,Flygledarassistent
559,Flygledare
5584,Flygmekaniker
2766,Flygmäklare
5585,Flygplanselektriker
5277,Flygplanslastare
286,Flygplansmontör
7559,Flygplansplåtslagare
4883,Flygplatschef
2477,Flygplatskontrollant
6587,Flygplatsman/Ramppersonal
2754,Flygspeditör
5574,Flygtekniker
782,Flygvärd/Flygvärdinna/Flygsteward
7120,Flyktingassistent
2059,Flyktingsamordnare/Flyktingkonsulent
5278,Flyttkarl/Stadsbud
7540,Flödesoperatör
7192,"Fogarbetare, hus och anläggning"
4355,"Fogare, faner"
4066,Folierare
2183,Folkbokföringshandläggare
6681,Folkhälsoplanerare
6796,Folkhälsosekreterare
6682,Folkhälsoutvecklare
6184,Folkhögskolelärare
2010,"Fondchef, statlig"
5317,Fondförvaltare/Portföljförvaltare
5609,Fordonselektriker
6632,Fordonsingenjör
622,"Fordonsingenjör, Trafikverket"
5316,Fordonslackerare
5508,Fordonsmontör
600,Fordonstekniker/Bilmekaniker/Personbilsmekaniker
7645,"Forensiker, biologi"
6712,"Forensiker, biomedicinsk analytiker"
6711,"Forensiker, fysiker"
6710,"Forensiker, kemist"
4161,"Formare, gipsplattor"
6046,"Formare, keramik"
1347,"Formatsågare, fiberskivor"
6250,Formgivare
3244,"Formgjutare, keramik"
968,"Formmaskinskötare, plast"
1348,"Formpressare, skiktträ"
4156,Formsättare
7465,Forskarassistent
2357,"Forskare, farmakologi"
7294,"Forskare, IT"
7665,"Forskare, samhällsvetenskap"
5803,Forskningschef
7546,"Forskningschef, museum"
347,"Forskningsingenjör, elkraft"
350,"Forskningsingenjör, el-tele"
7407,"Forskningsingenjör, kemi"
353,"Forskningsingenjör, maskin"
185,"Forskningsingenjör, metallurgi"
324,"Forskningslaborant, fysik"
319,"Forskningslaborant, kemi"
3594,Fortbildningskonsulent
2778,Fortbildningssekreterare
3942,Fotoetsare
4790,Fotograf
7207,Fotografagent
4791,Fotografassistent
5877,Fotomodell
253,Fotterapeut/Fotvårdsspecialist
6375,Fraktchef
6321,"Fraktexpeditör, flyg"
3818,Framtidsforskare
3819,Fredsforskare
5726,Friskvårdskonsult
1584,Friskvårdsledare
5491,Frisör
7574,Frisöraspirant
1575,Fritidsassistent
5226,Fritidschef
1577,Fritidsinstruktör
1578,Fritidskonsulent
5725,Fritidsledare
1779,"Fritidsledare/Ungdomsledare, församling"
2550,"Fritidsombud, försäkringar"
1971,Frivårdschef
1972,Frivårdshandläggare
5789,Frivårdsinspektör
7633,Frontend-utvecklare
7568,Frontofficepersonal
474,Frukostvärd/Frukostvärdinna
4537,Fruktodlare
4507,Fruktodlingsrådgivare/Fruktodlingskonsulent
5937,Fräsare
4356,"Fräsare, trä"
7629,Fukttekniker
5752,Fysiker
4747,"Fysiolog, allmän"
331,"Fysiologassistent, laborant"
5727,Fysioterapeut/Sjukgymnast
1801,Fältassistent
2562,Fältskadereglerare
7672,"Fälttekniker, geologi"
2551,"Fälttjänsteman, försäkringar"
1008,Färdigmatlagare
695,Färdledare/Turledare
530,Färdtjänstbussförare
531,Färdtjänstförare
1052,Färgare
4824,"Färgblandare, tryckeri"
247,Färgkonsulent
4067,"Färgtryckspåläggare, porslin"
6631,Fögderidirektör
5684,Fönsterputsare
2022,Förbundschef
6630,Förbundsdirektör
4431,Förbundsjurist
4848,Förbundskassör
2024,Förbundsordförande
5774,Förbundssekreterare
3490,Förbundstränare
7424,Föredragande/Beredningsjurist
1786,Föreningsinstruktör
5754,Föreningskonsulent
4931,"Föreståndare, stugby"
2050,"Föreståndare, äldreboende"
700,Företagsguide
4006,Företagsjurist
4722,Företagskonsulent
4723,Företagskonsult
6324,Företagsledare
1469,Företagspsykolog
2969,Företagsrådgivare
7277,Företagssjuksköterska/Företagssköterska
6158,Författare
2025,"Förhandlingschef, organisation"
4473,"Förhandlingschef, statlig"
4474,"Förhandlingssekreterare, statlig"
6154,Förlagsredaktör
4863,"Förman, snickeri"
5419,"Förrådsarbetare, bygg"
5021,Förrådschef
6747,Församlingsdiakon
2125,"Församlingsföreståndare, frikyrka"
2128,"Församlingsföreståndare, Frälsningsarmén"
5753,Församlingspedagog
6798,Församlingspräst med specialuppgifter
7420,Förskolechef
